year	county	mode	nb_hh	avg_spending_annual_county	tax_rate	alpha	pop_density	rent	wage	min_dist0	presence_state0	tot_empl0	tot_size0	presence_county0
2015	18067	1	34413	6247.315	.07	-1.524499	282.4166	4.12715	18466.19616	34.88063	1	0	0	0
2016	18067	2	34411	6469.399	.07	-.9532923	282.2903	4.165796	19546.75491	34.88063	1	0	0	0
2016	18067	3	34411	6469.399	.07	-1.19483	282.2903	4.165796	19546.75491	34.88063	1	0	0	0
2016	18067	1	34411	6469.399	.07	-1.317144	282.2903	4.165796	19546.75491	34.88063	1	0	0	0
2017	18067	3	34550	10881.96	.07	-.761845	281.4694	4.203292	20363.10938	34.88063	1	0	0	0
2017	18067	1	34550	10881.96	.07	-.7147895	281.4694	4.203292	20363.10938	34.88063	1	0	0	0
2017	18067	2	34550	10881.96	.07	-.5200205	281.4694	4.203292	20363.10938	34.88063	1	0	0	0
2018	18067	1	34690	18304.19	.07	-.1141644	280.6508	4.296373	21213.55553	34.88063	1	0	0	0
2018	18067	3	34690	18304.19	.07	-.3559521	280.6508	4.296373	21213.55553	34.88063	1	0	0	0
2018	18067	2	34690	18304.19	.07	-.113948	280.6508	4.296373	21213.55553	34.88063	1	0	0	0
1999	18069	1	14242	6203.565	.06	-7.119521	99.48517	3.403808	13064.44793	242.2376	0	0	0	0
1999	18069	3	14242	6203.565	.06	-5.242874	99.48517	3.403808	13064.44793	242.2376	0	0	0	0
1999	18069	2	14242	6203.565	.06	-5.161299	99.48517	3.403808	13064.44793	242.2376	0	0	0	0
2000	18069	3	14242	5106.775	.06	-4.448265	99.48517	3.512818	13340.19372	242.2376	0	0	0	0
2000	18069	1	14242	5106.775	.06	-6.401121	99.48517	3.512818	13340.19372	242.2376	0	0	0	0
2000	18069	2	14242	5106.775	.06	-4.363865	99.48517	3.512818	13340.19372	242.2376	0	0	0	0
2001	18069	3	14402	5238.041	.06	-4.227527	98.98602	3.500513	13855.83197	242.2376	0	0	0	0
2001	18069	1	14402	5238.041	.06	-6.281425	98.98602	3.500513	13855.83197	242.2376	0	0	0	0
2001	18069	2	14402	5238.041	.06	-4.140187	98.98602	3.500513	13855.83197	242.2376	0	0	0	0
2002	18069	3	14544	4251.189	.06	-3.823886	99.28655	3.508698	14707.40047	242.2376	0	0	0	0
2002	18069	2	14544	4251.189	.06	-3.733735	99.28655	3.508698	14707.40047	242.2376	0	0	0	0
2002	18069	1	14544	4251.189	.06	-5.90375	99.28655	3.508698	14707.40047	242.2376	0	0	0	0
2003	18069	1	14777	3634.268	.06	-5.600516	98.9808	3.531515	15452.21719	242.2376	0	0	0	0
2003	18069	3	14777	3634.268	.06	-3.492961	98.9808	3.531515	15452.21719	242.2376	0	0	0	0
2003	18069	2	14777	3634.268	.06	-3.403437	98.9808	3.531515	15452.21719	242.2376	0	0	0	0
2004	18069	1	14843	4777.92	.06	-5.340021	98.70116	3.573201	15323.4833	242.2376	0	0	0	0
2004	18069	3	14843	4777.92	.06	-3.196757	98.70116	3.573201	15323.4833	242.2376	0	0	0	0
2004	18069	2	14843	4777.92	.06	-3.107964	98.70116	3.573201	15323.4833	242.2376	0	0	0	0
2005	18069	2	14990	5593.93	.06	-2.921623	98.39279	3.631547	15338.07526	242.2376	0	0	0	0
2005	18069	1	14990	5593.93	.06	-5.152317	98.39279	3.631547	15338.07526	242.2376	0	0	0	0
2005	18069	3	14990	5593.93	.06	-3.009302	98.39279	3.631547	15338.07526	242.2376	0	0	0	0
2006	18069	1	13999	5761.502	.06	-4.815591	98.26473	3.653478	15890.89949	136.2333	0	0	0	0
2006	18069	2	13999	5761.502	.06	-2.552777	98.26473	3.653478	15890.89949	136.2333	0	0	0	0
2006	18069	3	13999	5761.502	.06	-2.645641	98.26473	3.653478	15890.89949	136.2333	0	0	0	0
2007	18069	2	14435	5245.8	.06	-2.410598	97.86227	3.67943	16269.48072	136.2333	0	0	0	0
2007	18069	1	14435	5245.8	.06	-4.46905	97.86227	3.67943	16269.48072	136.2333	0	0	0	0
2007	18069	3	14435	5245.8	.06	-2.609318	97.86227	3.67943	16269.48072	136.2333	0	0	0	0
2008	18069	3	14636	5395.112	.0675	-2.710294	97.33176	3.743996	16454.09637	136.2333	0	0	0	0
2008	18069	1	14636	5395.112	.0675	-4.258306	97.33176	3.743996	16454.09637	136.2333	0	0	0	0
2008	18069	2	14636	5395.112	.0675	-2.438438	97.33176	3.743996	16454.09637	136.2333	0	0	0	0
2009	18069	3	14488	6462.109	.07	-2.49097	97.22984	3.764803	16856.11127	90.8572	1	0	0	0
2009	18069	2	14488	6462.109	.07	-2.266291	97.22984	3.764803	16856.11127	90.8572	1	0	0	0
2009	18069	1	14488	6462.109	.07	-3.998224	97.22984	3.764803	16856.11127	90.8572	1	0	0	0
2010	18069	2	14224	4586.445	.07	-2.080499	97.533	3.577794	17669.64816	90.8572	1	0	0	0
2010	18069	1	14224	4586.445	.07	-3.529529	97.533	3.577794	17669.64816	90.8572	1	0	0	0
2010	18069	3	14224	4586.445	.07	-2.307355	97.533	3.577794	17669.64816	90.8572	1	0	0	0
2011	18069	2	14237	5522.512	.07	-1.874379	97.32654	3.573634	17786.0425	90.8572	1	0	0	0
2011	18069	1	14237	5522.512	.07	-3.172635	97.32654	3.573634	17786.0425	90.8572	1	0	0	0
2011	18069	3	14237	5522.512	.07	-2.376048	97.32654	3.573634	17786.0425	90.8572	1	0	0	0
2012	18069	1	14224	5835.185	.07	-2.778095	97.07043	3.604474	18015.80554	90.8572	1	0	0	0
2012	18069	2	14224	5835.185	.07	-1.614117	97.07043	3.604474	18015.80554	90.8572	1	0	0	0
2012	18069	3	14224	5835.185	.07	-2.256579	97.07043	3.604474	18015.80554	90.8572	1	0	0	0
2013	18069	3	14138	4874.206	.07	-1.869135	96.8091	3.651712	18305.02359	90.8572	1	0	0	0
2013	18069	2	14138	4874.206	.07	-1.408596	96.8091	3.651712	18305.02359	90.8572	1	0	0	0
2013	18069	1	14138	4874.206	.07	-2.349163	96.8091	3.651712	18305.02359	90.8572	1	0	0	0
2014	18069	3	14413	3834.677	.07	-1.763309	96.58696	3.781042	18423.06237	76.29379	1	0	0	0
2014	18069	2	14413	3834.677	.07	-1.332555	96.58696	3.781042	18423.06237	76.29379	1	0	0	0
2014	18069	1	14413	3834.677	.07	-2.086598	96.58696	3.781042	18423.06237	76.29379	1	0	0	0
2015	18069	2	14480	6524.881	.07	-1.074979	96.33608	3.906465	18759.70594	76.29379	1	0	0	0
2015	18069	1	14480	6524.881	.07	-1.667727	96.33608	3.906465	18759.70594	76.29379	1	0	0	0
2015	18069	3	14480	6524.881	.07	-1.487688	96.33608	3.906465	18759.70594	76.29379	1	0	0	0
2016	18069	2	14532	6633.487	.07	-1.121104	95.89965	3.917966	19785.43521	76.29379	1	0	0	0
2016	18069	3	14532	6633.487	.07	-1.362641	95.89965	3.917966	19785.43521	76.29379	1	0	0	0
2016	18069	1	14532	6633.487	.07	-1.468763	95.89965	3.917966	19785.43521	76.29379	1	0	0	0
2017	18069	3	14592	11168.48	.07	-.9286498	95.52724	3.938311	20653.82051	76.29379	1	0	0	0
2017	18069	1	14592	11168.48	.07	-.8643292	95.52724	3.938311	20653.82051	76.29379	1	0	0	0
2017	18069	2	14592	11168.48	.07	-.6868253	95.52724	3.938311	20653.82051	76.29379	1	0	0	0
2018	18069	2	14653	18803.81	.07	-.2647784	95.15627	4.017237	21560.3237	76.29379	1	0	0	0
2018	18069	3	14653	18803.81	.07	-.5067823	95.15627	4.017237	21560.3237	76.29379	1	0	0	0
2018	18069	1	14653	18803.81	.07	-.2286172	95.15627	4.017237	21560.3237	76.29379	1	0	0	0
1999	18071	2	16052	5822.874	.06	-5.214756	81.34142	3.555143	13629.11195	113.256	0	0	0	0
1999	18071	3	16052	5822.874	.06	-5.296331	81.34142	3.555143	13629.11195	113.256	0	0	0	0
1999	18071	1	16052	5822.874	.06	-7.158409	81.34142	3.555143	13629.11195	113.256	0	0	0	0
2000	18071	2	16052	4877.71	.06	-4.417322	81.34142	3.668163	14193.86005	113.256	0	0	0	0
2000	18071	3	16052	4877.71	.06	-4.501722	81.34142	3.668163	14193.86005	113.256	0	0	0	0
2000	18071	1	16052	4877.71	.06	-6.440009	81.34142	3.668163	14193.86005	113.256	0	0	0	0
2001	18071	3	16271	4988.069	.06	-4.291373	81.17453	3.634543	14303.20778	113.256	0	0	0	0
2001	18071	1	16271	4988.069	.06	-6.326515	81.17453	3.634543	14303.20778	113.256	0	0	0	0
2001	18071	2	16271	4988.069	.06	-4.204033	81.17453	3.634543	14303.20778	113.256	0	0	0	0
2002	18071	3	16433	4144.379	.06	-3.890559	81.15882	3.667302	14884.2207	113.256	0	0	0	0
2002	18071	2	16433	4144.379	.06	-3.800408	81.15882	3.667302	14884.2207	113.256	0	0	0	0
2002	18071	1	16433	4144.379	.06	-5.954038	81.15882	3.667302	14884.2207	113.256	0	0	0	0
2003	18071	2	16696	3505.768	.06	-3.464244	81.29234	3.686363	15920.90518	113.256	0	0	0	0
2003	18071	3	16696	3505.768	.06	-3.553769	81.29234	3.686363	15920.90518	113.256	0	0	0	0
2003	18071	1	16696	3505.768	.06	-5.650045	81.29234	3.686363	15920.90518	113.256	0	0	0	0
2004	18071	1	16770	4633.604	.06	-5.392006	81.31982	3.78291	16428.5774	113.256	0	0	0	0
2004	18071	2	16770	4633.604	.06	-3.170463	81.31982	3.78291	16428.5774	113.256	0	0	0	0
2004	18071	3	16770	4633.604	.06	-3.259256	81.31982	3.78291	16428.5774	113.256	0	0	0	0
2005	18071	1	16938	5365.116	.06	-5.20075	81.8421	3.856419	16424.93508	113.256	0	0	0	0
2005	18071	2	16938	5365.116	.06	-2.980358	81.8421	3.856419	16424.93508	113.256	0	0	0	0
2005	18071	3	16938	5365.116	.06	-3.068038	81.8421	3.856419	16424.93508	113.256	0	0	0	0
2006	18071	3	16337	5692.947	.06	-2.716415	81.92457	3.883158	17087.34997	68.05496	0	0	0	0
2006	18071	1	16337	5692.947	.06	-4.875695	81.92457	3.883158	17087.34997	68.05496	0	0	0	0
2006	18071	2	16337	5692.947	.06	-2.623551	81.92457	3.883158	17087.34997	68.05496	0	0	0	0
2007	18071	2	17005	5187.899	.06	-2.515697	81.86173	3.86925	17011.53249	68.05496	0	0	0	0
2007	18071	3	17005	5187.899	.06	-2.714418	81.86173	3.86925	17011.53249	68.05496	0	0	0	0
2007	18071	1	17005	5187.899	.06	-4.585587	81.86173	3.86925	17011.53249	68.05496	0	0	0	0
2008	18071	1	16908	5422.033	.0675	-4.323153	81.8853	4.053844	18466.42857	68.05496	0	0	0	0
2008	18071	2	16908	5422.033	.0675	-2.514581	81.8853	4.053844	18466.42857	68.05496	0	0	0	0
2008	18071	3	16908	5422.033	.0675	-2.786436	81.8853	4.053844	18466.42857	68.05496	0	0	0	0
2009	18071	3	17143	6431.939	.07	-2.597517	82.06789	4.100801	18900.82023	64.54662	1	0	0	0
2009	18071	2	17143	6431.939	.07	-2.372838	82.06789	4.100801	18900.82023	64.54662	1	0	0	0
2009	18071	1	17143	6431.939	.07	-4.028854	82.06789	4.100801	18900.82023	64.54662	1	0	0	0
2010	18071	2	16753	4669.496	.07	-2.150562	82.27209	3.869912	18808.64397	64.54662	1	0	0	0
2010	18071	3	16753	4669.496	.07	-2.377417	82.27209	3.869912	18808.64397	64.54662	1	0	0	0
2010	18071	1	16753	4669.496	.07	-3.573167	82.27209	3.869912	18808.64397	64.54662	1	0	0	0
2011	18071	3	16776	5503.325	.07	-2.46506	82.75903	3.863493	18563.96731	64.54662	1	0	0	0
2011	18071	2	16776	5503.325	.07	-1.963392	82.75903	3.863493	18563.96731	64.54662	1	0	0	0
2011	18071	1	16776	5503.325	.07	-3.241621	82.75903	3.863493	18563.96731	64.54662	1	0	0	0
2012	18071	2	16736	5809.197	.07	-1.703549	83.27737	3.911921	18155.06124	64.54662	1	0	0	0
2012	18071	3	16736	5809.197	.07	-2.346011	83.27737	3.911921	18155.06124	64.54662	1	0	0	0
2012	18071	1	16736	5809.197	.07	-2.870839	83.27737	3.911921	18155.06124	64.54662	1	0	0	0
2013	18071	3	16713	4813.159	.07	-1.91742	83.9744	3.959828	18505.35803	64.54662	1	0	0	0
2013	18071	2	16713	4813.159	.07	-1.456881	83.9744	3.959828	18505.35803	64.54662	1	0	0	0
2013	18071	1	16713	4813.159	.07	-2.39103	83.9744	3.959828	18505.35803	64.54662	1	0	0	0
2014	18071	3	16657	3854.538	.07	-1.843144	84.67731	4.016845	19289.06771	64.54662	1	0	0	0
2014	18071	1	16657	3854.538	.07	-2.190081	84.67731	4.016845	19289.06771	64.54662	1	0	0	0
2014	18071	2	16657	3854.538	.07	-1.41239	84.67731	4.016845	19289.06771	64.54662	1	0	0	0
2015	18071	1	16614	6622.621	.07	-1.750226	85.35273	4.094959	19993.6772	64.54662	1	0	0	0
2015	18071	3	16614	6622.621	.07	-1.558512	85.35273	4.094959	19993.6772	64.54662	1	0	0	0
2015	18071	2	16614	6622.621	.07	-1.145803	85.35273	4.094959	19993.6772	64.54662	1	0	0	0
2016	18071	1	16517	6750.821	.07	-1.546101	85.67867	4.152282	21071.22169	64.54662	1	0	0	0
2016	18071	3	16517	6750.821	.07	-1.431523	85.67867	4.152282	21071.22169	64.54662	1	0	0	0
2016	18071	2	16517	6750.821	.07	-1.189985	85.67867	4.152282	21071.22169	64.54662	1	0	0	0
2017	18071	1	16491	11430.57	.07	-.939597	85.93833	4.205244	22022.76904	64.54662	1	0	0	0
2017	18071	3	16491	11430.57	.07	-.9969221	85.93833	4.205244	22022.76904	64.54662	1	0	0	0
2017	18071	2	16491	11430.57	.07	-.7550977	85.93833	4.205244	22022.76904	64.54662	1	0	0	0
2018	18071	1	16464	19354.38	.07	-.2903878	86.19878	4.328467	23017.2825	64.54662	1	0	0	0
2018	18071	3	16464	19354.38	.07	-.5692622	86.19878	4.328467	23017.2825	64.54662	1	0	0	0
2018	18071	2	16464	19354.38	.07	-.3272582	86.19878	4.328467	23017.2825	64.54662	1	0	0	0
1999	18073	3	10686	6280.119	.06	-5.276572	54.20464	3.924673	13888.92711	272.32	0	0	0	0
1999	18073	1	10686	6280.119	.06	-7.248889	54.20464	3.924673	13888.92711	272.32	0	0	0	0
1999	18073	2	10686	6280.119	.06	-5.194997	54.20464	3.924673	13888.92711	272.32	0	0	0	0
2000	18073	2	10686	5311.192	.06	-4.397562	54.20464	4.050364	14478.34457	272.32	0	0	0	0
2000	18073	1	10686	5311.192	.06	-6.530489	54.20464	4.050364	14478.34457	272.32	0	0	0	0
2000	18073	3	10686	5311.192	.06	-4.481962	54.20464	4.050364	14478.34457	272.32	0	0	0	0
2001	18073	1	11265	5528.552	.06	-6.367949	54.35295	3.969302	14716.98298	272.32	0	0	0	0
2001	18073	3	11265	5528.552	.06	-4.276692	54.35295	3.969302	14716.98298	272.32	0	0	0	0
2001	18073	2	11265	5528.552	.06	-4.189352	54.35295	3.969302	14716.98298	272.32	0	0	0	0
2002	18073	3	11377	4384.132	.06	-3.876927	54.79433	4.030704	14609.54232	272.32	0	0	0	0
2002	18073	1	11377	4384.132	.06	-5.987025	54.79433	4.030704	14609.54232	272.32	0	0	0	0
2002	18073	2	11377	4384.132	.06	-3.786776	54.79433	4.030704	14609.54232	272.32	0	0	0	0
2003	18073	3	11559	3929.171	.06	-3.53984	55.63239	3.960753	15607.40239	272.32	0	0	0	0
2003	18073	2	11559	3929.171	.06	-3.450315	55.63239	3.960753	15607.40239	272.32	0	0	0	0
2003	18073	1	11559	3929.171	.06	-5.672284	55.63239	3.960753	15607.40239	272.32	0	0	0	0
2004	18073	2	11610	5098.762	.06	-3.150876	56.29356	4.015845	15641.62838	272.32	0	0	0	0
2004	18073	3	11610	5098.762	.06	-3.239669	56.29356	4.015845	15641.62838	272.32	0	0	0	0
2004	18073	1	11610	5098.762	.06	-5.40207	56.29356	4.015845	15641.62838	272.32	0	0	0	0
2005	18073	1	11726	5933.91	.06	-5.207667	56.75816	4.06055	16007.10895	272.32	0	0	0	0
2005	18073	3	11726	5933.91	.06	-3.049891	56.75816	4.06055	16007.10895	272.32	0	0	0	0
2005	18073	2	11726	5933.91	.06	-2.962212	56.75816	4.06055	16007.10895	272.32	0	0	0	0
2006	18073	2	11775	6367.408	.06	-2.611561	57.93038	4.025671	16844.95075	192.7622	0	0	0	0
2006	18073	1	11775	6367.408	.06	-4.851778	57.93038	4.025671	16844.95075	192.7622	0	0	0	0
2006	18073	3	11775	6367.408	.06	-2.704425	57.93038	4.025671	16844.95075	192.7622	0	0	0	0
2007	18073	3	11984	5770.999	.06	-2.693508	58.77917	3.997846	17638.67028	192.7622	0	0	0	0
2007	18073	1	11984	5770.999	.06	-4.552689	58.77917	3.997846	17638.67028	192.7622	0	0	0	0
2007	18073	2	11984	5770.999	.06	-2.494787	58.77917	3.997846	17638.67028	192.7622	0	0	0	0
2008	18073	2	12379	5968.84	.0675	-2.516356	59.24556	4.098497	17947.0073	192.7622	0	0	0	0
2008	18073	1	12379	5968.84	.0675	-4.324935	59.24556	4.098497	17947.0073	192.7622	0	0	0	0
2008	18073	3	12379	5968.84	.0675	-2.788212	59.24556	4.098497	17947.0073	192.7622	0	0	0	0
2009	18073	2	12078	7141.869	.07	-2.294291	59.46535	4.193043	18096.19152	94.92383	1	0	0	0
2009	18073	1	12078	7141.869	.07	-3.969994	59.46535	4.193043	18096.19152	94.92383	1	0	0	0
2009	18073	3	12078	7141.869	.07	-2.518971	59.46535	4.193043	18096.19152	94.92383	1	0	0	0
2010	18073	3	12230	5002.586	.07	-2.374074	59.06687	4.054965	18316.43859	94.92383	1	0	0	0
2010	18073	2	12230	5002.586	.07	-2.147218	59.06687	4.054965	18316.43859	94.92383	1	0	0	0
2010	18073	1	12230	5002.586	.07	-3.514875	59.06687	4.054965	18316.43859	94.92383	1	0	0	0
2011	18073	2	12175	6170.089	.07	-1.959118	59.42247	4.038451	18252.10516	94.92383	1	0	0	0
2011	18073	3	12175	6170.089	.07	-2.460787	59.42247	4.038451	18252.10516	94.92383	1	0	0	0
2011	18073	1	12175	6170.089	.07	-3.198379	59.42247	4.038451	18252.10516	94.92383	1	0	0	0
2012	18073	2	12117	6640.97	.07	-1.742441	59.62796	4.12838	18510.14357	94.92383	1	0	0	0
2012	18073	3	12117	6640.97	.07	-2.384903	59.62796	4.12838	18510.14357	94.92383	1	0	0	0
2012	18073	1	12117	6640.97	.07	-2.871607	59.62796	4.12838	18510.14357	94.92383	1	0	0	0
2013	18073	2	11924	5563.644	.07	-1.521544	59.67978	4.218645	18756.51809	94.92383	1	0	0	0
2013	18073	1	11924	5563.644	.07	-2.43465	59.67978	4.218645	18756.51809	94.92383	1	0	0	0
2013	18073	3	11924	5563.644	.07	-1.982083	59.67978	4.218645	18756.51809	94.92383	1	0	0	0
2014	18073	3	11988	4297.785	.07	-1.898618	59.7602	4.333499	18849.97874	78.94591	1	0	0	0
2014	18073	2	11988	4297.785	.07	-1.467864	59.7602	4.333499	18849.97874	78.94591	1	0	0	0
2014	18073	1	11988	4297.785	.07	-2.208011	59.7602	4.333499	18849.97874	78.94591	1	0	0	0
2015	18073	2	11996	7159.354	.07	-1.211225	59.76913	4.409664	19769.72427	78.94591	1	0	0	0
2015	18073	1	11996	7159.354	.07	-1.796579	59.76913	4.409664	19769.72427	78.94591	1	0	0	0
2015	18073	3	11996	7159.354	.07	-1.623934	59.76913	4.409664	19769.72427	78.94591	1	0	0	0
2016	18073	3	12091	7326.914	.07	-1.503061	59.79236	4.419699	20781.09007	78.94591	1	0	0	0
2016	18073	2	12091	7326.914	.07	-1.261523	59.79236	4.419699	20781.09007	78.94591	1	0	0	0
2016	18073	1	12091	7326.914	.07	-1.606346	59.79236	4.419699	20781.09007	78.94591	1	0	0	0
2017	18073	2	12138	12377.73	.07	-.8276508	59.89464	4.452648	21677.76083	56.94763	1	0	0	0
2017	18073	3	12138	12377.73	.07	-1.069475	59.89464	4.452648	21677.76083	56.94763	1	0	0	0
2017	18073	1	12138	12377.73	.07	-1.002316	59.89464	4.452648	21677.76083	56.94763	1	0	0	0
2018	18073	2	12185	20910.32	.07	-.3986421	59.99709	4.534632	22613.11149	56.94763	1	0	0	0
2018	18073	1	12185	20910.32	.07	-.3507628	59.99709	4.534632	22613.11149	56.94763	1	0	0	0
2018	18073	3	12185	20910.32	.07	-.640646	59.99709	4.534632	22613.11149	56.94763	1	0	0	0
1999	18075	3	8405	5511.896	.06	-5.379454	56.7633	3.442721	13314.04168	212.5476	0	0	0	0
1999	18075	2	8405	5511.896	.06	-5.297879	56.7633	3.442721	13314.04168	212.5476	0	0	0	0
1999	18075	1	8405	5511.896	.06	-7.319841	56.7633	3.442721	13314.04168	212.5476	0	0	0	0
2000	18075	3	8405	4574.63	.06	-4.584844	56.7633	3.549491	13801.60286	212.5476	0	0	0	0
2000	18075	2	8405	4574.63	.06	-4.500444	56.7633	3.549491	13801.60286	212.5476	0	0	0	0
2000	18075	1	8405	4574.63	.06	-6.60144	56.7633	3.549491	13801.60286	212.5476	0	0	0	0
2001	18075	2	8368	4638.532	.06	-4.267645	56.59139	3.478225	13955.83961	212.5476	0	0	0	0
2001	18075	3	8368	4638.532	.06	-4.354984	56.59139	3.478225	13955.83961	212.5476	0	0	0	0
2001	18075	1	8368	4638.532	.06	-6.454185	56.59139	3.478225	13955.83961	212.5476	0	0	0	0
2002	18075	3	8452	3980.028	.06	-3.94453	56.55753	3.531391	15085.88396	212.5476	0	0	0	0
2002	18075	2	8452	3980.028	.06	-3.854379	56.55753	3.531391	15085.88396	212.5476	0	0	0	0
2002	18075	1	8452	3980.028	.06	-6.076697	56.55753	3.531391	15085.88396	212.5476	0	0	0	0
2003	18075	1	8587	3143.437	.06	-5.772082	56.47417	3.532094	15643.75057	212.5476	0	0	0	0
2003	18075	3	8587	3143.437	.06	-3.613539	56.47417	3.532094	15643.75057	212.5476	0	0	0	0
2003	18075	2	8587	3143.437	.06	-3.524015	56.47417	3.532094	15643.75057	212.5476	0	0	0	0
2004	18075	2	8625	4266.634	.06	-3.221205	56.39603	3.602667	15547.79459	212.5476	0	0	0	0
2004	18075	1	8625	4266.634	.06	-5.502731	56.39603	3.602667	15547.79459	212.5476	0	0	0	0
2004	18075	3	8625	4266.634	.06	-3.309999	56.39603	3.602667	15547.79459	212.5476	0	0	0	0
2005	18075	1	8711	5075.414	.06	-5.312897	56.25016	3.680446	15730.69475	212.5476	0	0	0	0
2005	18075	2	8711	5075.414	.06	-3.038848	56.25016	3.680446	15730.69475	212.5476	0	0	0	0
2005	18075	3	8711	5075.414	.06	-3.126527	56.25016	3.680446	15730.69475	212.5476	0	0	0	0
2006	18075	2	8028	5331.999	.06	-2.64491	56.16941	3.657044	16195.95422	101.0573	0	0	0	0
2006	18075	1	8028	5331.999	.06	-4.944212	56.16941	3.657044	16195.95422	101.0573	0	0	0	0
2006	18075	3	8028	5331.999	.06	-2.737774	56.16941	3.657044	16195.95422	101.0573	0	0	0	0
2007	18075	1	8437	4789.579	.06	-4.639794	56.21109	3.700015	17163.72538	101.0573	0	0	0	0
2007	18075	3	8437	4789.579	.06	-2.721606	56.21109	3.700015	17163.72538	101.0573	0	0	0	0
2007	18075	2	8437	4789.579	.06	-2.522885	56.21109	3.700015	17163.72538	101.0573	0	0	0	0
2008	18075	2	8330	5097.257	.0675	-2.533601	55.91675	3.797152	17522.63001	101.0573	0	0	0	0
2008	18075	3	8330	5097.257	.0675	-2.805456	55.91675	3.797152	17522.63001	101.0573	0	0	0	0
2008	18075	1	8330	5097.257	.0675	-4.389066	55.91675	3.797152	17522.63001	101.0573	0	0	0	0
2009	18075	3	8389	6013.813	.07	-2.578698	55.73963	3.84817	17745.4544	87.20705	1	0	0	0
2009	18075	2	8389	6013.813	.07	-2.354019	55.73963	3.84817	17745.4544	87.20705	1	0	0	0
2009	18075	1	8389	6013.813	.07	-4.108784	55.73963	3.84817	17745.4544	87.20705	1	0	0	0
2010	18075	1	8288	4387.447	.07	-3.648895	55.84903	3.667587	18296.75034	87.20705	1	0	0	0
2010	18075	3	8288	4387.447	.07	-2.397353	55.84903	3.667587	18296.75034	87.20705	1	0	0	0
2010	18075	2	8288	4387.447	.07	-2.170497	55.84903	3.667587	18296.75034	87.20705	1	0	0	0
2011	18075	2	8287	5141.234	.07	-1.961985	55.72139	3.640718	18495.27481	87.20705	1	0	0	0
2011	18075	1	8287	5141.234	.07	-3.285836	55.72139	3.640718	18495.27481	87.20705	1	0	0	0
2011	18075	3	8287	5141.234	.07	-2.463654	55.72139	3.640718	18495.27481	87.20705	1	0	0	0
2012	18075	3	8188	5594.006	.07	-2.393259	55.6198	3.697692	18989.91361	87.20705	1	0	0	0
2012	18075	1	8188	5594.006	.07	-2.948646	55.6198	3.697692	18989.91361	87.20705	1	0	0	0
2012	18075	2	8188	5594.006	.07	-1.750796	55.6198	3.697692	18989.91361	87.20705	1	0	0	0
2013	18075	2	8179	4456.562	.07	-1.531426	55.56771	3.782246	19400.76225	87.20705	1	0	0	0
2013	18075	3	8179	4456.562	.07	-1.991965	55.56771	3.782246	19400.76225	87.20705	1	0	0	0
2013	18075	1	8179	4456.562	.07	-2.521346	55.56771	3.782246	19400.76225	87.20705	1	0	0	0
2014	18075	2	8196	3588.382	.07	-1.467477	55.42705	3.866343	19669.36145	78.8242	1	0	0	0
2014	18075	1	8196	3588.382	.07	-2.282328	55.42705	3.866343	19669.36145	78.8242	1	0	0	0
2014	18075	3	8196	3588.382	.07	-1.898231	55.42705	3.866343	19669.36145	78.8242	1	0	0	0
2015	18075	2	8117	5953.713	.07	-1.209678	55.36454	3.91201	19886.90888	78.8242	1	0	0	0
2015	18075	3	8117	5953.713	.07	-1.622387	55.36454	3.91201	19886.90888	78.8242	1	0	0	0
2015	18075	1	8117	5953.713	.07	-1.868373	55.36454	3.91201	19886.90888	78.8242	1	0	0	0
2016	18075	1	8062	6370.919	.07	-1.662081	55.21086	3.964707	20975.45293	78.8242	1	0	0	0
2016	18075	3	8062	6370.919	.07	-1.494156	55.21086	3.964707	20975.45293	78.8242	1	0	0	0
2016	18075	2	8062	6370.919	.07	-1.252619	55.21086	3.964707	20975.45293	78.8242	1	0	0	0
2017	18075	2	8046	10732.48	.07	-.8175299	55.03576	4.020401	21946.97555	78.8242	1	0	0	0
2017	18075	3	8046	10732.48	.07	-1.059354	55.03576	4.020401	21946.97555	78.8242	1	0	0	0
2017	18075	1	8046	10732.48	.07	-1.055634	55.03576	4.020401	21946.97555	78.8242	1	0	0	0
2018	18075	1	8030	18079.98	.07	-.4159133	54.86124	4.143491	22963.49965	74.26409	1	0	0	0
2018	18075	2	8030	18079.98	.07	-.3937654	54.86124	4.143491	22963.49965	74.26409	1	0	0	0
2018	18075	3	8030	18079.98	.07	-.6357695	54.86124	4.143491	22963.49965	74.26409	1	0	0	0
1999	18077	2	12148	5975.604	.06	-5.086441	87.91837	3.604376	14044.44387	97.32222	0	0	0	0
1999	18077	1	12148	5975.604	.06	-7.030467	87.91837	3.604376	14044.44387	97.32222	0	0	0	0
1999	18077	3	12148	5975.604	.06	-5.168016	87.91837	3.604376	14044.44387	97.32222	0	0	0	0
2000	18077	3	12148	4793.412	.06	-4.373406	87.91837	3.71255	14471.98154	97.32222	0	0	0	0
2000	18077	2	12148	4793.412	.06	-4.289006	87.91837	3.71255	14471.98154	97.32222	0	0	0	0
2000	18077	1	12148	4793.412	.06	-6.312067	87.91837	3.71255	14471.98154	97.32222	0	0	0	0
2001	18077	3	12448	4996.69	.06	-4.113314	88.42027	3.661239	14616.91765	97.32222	0	0	0	0
2001	18077	1	12448	4996.69	.06	-6.181564	88.42027	3.661239	14616.91765	97.32222	0	0	0	0
