gamma,omega,M_m1,M_m2,M_m3,M_m4,Q
355.0,91000.0,-21511843.87570545,58256932.01048748,-255681222.85115626,93912601.9512094,6.583564714559536e+16
355.0,92000.0,-21462029.4882571,58249672.40701888,-257754076.23205808,95109130.8623499,6.6897782523996424e+16
355.0,93000.0,-21412215.10080875,58242412.80355027,-259826929.61295992,96305659.7734904,6.7968516307621336e+16
355.0,94000.0,-21362400.713360403,58235153.20008167,-261899782.99386173,97502188.68463087,6.9047848496470056e+16
355.0,95000.0,-21312586.32591205,58227893.59661306,-263972636.37476358,98698717.59577137,7.013577909054261e+16
355.0,96000.0,-21262771.938463703,58220633.99314445,-266045489.75566542,99895246.50691187,7.123230808983899e+16
355.0,97000.0,-21212957.551015355,58213374.38967585,-268118343.13656723,101091775.41805238,7.233743549435918e+16
355.0,98000.0,-21163143.163567007,58206114.786207244,-270191196.51746905,102288304.32919288,7.345116130410322e+16
355.0,99000.0,-21113328.77611866,58198855.18273864,-272264049.89837086,103484833.24033335,7.457348551907106e+16
355.0,100000.0,-21063514.38867031,58191595.579270035,-274336903.27927274,104681362.15147385,7.570440813926277e+16
360.0,-100000.0,-31304626.1879135,60357520.81279871,140233872.11179847,-134627168.15483472,1.9104454026155144e+16
360.0,-99000.0,-31254811.80046515,60350261.209330104,138161018.73089662,-133430639.24369422,1.8780598749663364e+16
360.0,-98000.0,-31204997.413016804,60343001.6058615,136088165.3499948,-132234110.33255373,1.8459611798988376e+16
360.0,-97000.0,-31155183.025568455,60335742.002392896,134015311.96909297,-131037581.42141323,1.8141493174130172e+16
360.0,-96000.0,-31105368.638120107,60328482.39892429,131942458.58819115,-129841052.51027274,1.782624287508875e+16
360.0,-95000.0,-31055554.25067176,60321222.79545569,129869605.20728931,-128644523.59913224,1.7513860901864108e+16
360.0,-94000.0,-31005739.863223407,60313963.191987075,127796751.82638747,-127447994.68799174,1.7204347254456252e+16
360.0,-93000.0,-30955925.47577506,60306703.58851847,125723898.44548565,-126251465.77685125,1.6897701932865182e+16
360.0,-92000.0,-30906111.08832671,60299443.985049866,123651045.06458381,-125054936.86571075,1.6593924937090894e+16
360.0,-91000.0,-30856296.70087836,60292184.38158126,121578191.683682,-123858407.95457026,1.629301626713339e+16
360.0,-90000.0,-30806482.31343001,60284924.77811266,119505338.30278015,-122661879.04342976,1.599497592299267e+16
360.0,-89000.0,-30756667.925981663,60277665.17464405,117432484.92187834,-121465350.13228928,1.5699803904668736e+16
360.0,-88000.0,-30706853.538533315,60270405.57117545,115359631.5409765,-120268821.22114877,1.5407500212161582e+16
360.0,-87000.0,-30657039.151084967,60263145.967706844,113286778.16007468,-119072292.31000829,1.5118064845471214e+16
360.0,-86000.0,-30607224.76363662,60255886.36423824,111213924.77917284,-117875763.39886779,1.4831497804597628e+16
360.0,-85000.0,-30557410.376188267,60248626.760769635,109141071.39827102,-116679234.4877273,1.454779908954083e+16
360.0,-84000.0,-30507595.98873992,60241367.15730103,107068218.01736918,-115482705.5765868,1.4266968700300812e+16
360.0,-83000.0,-30457781.60129157,60234107.55383243,104995364.63646737,-114286176.6654463,1.3989006636877578e+16
360.0,-82000.0,-30407967.21384322,60226847.95036382,102922511.25556552,-113089647.75430581,1.371391289927113e+16
360.0,-81000.0,-30358152.82639487,60219588.34689522,100849657.87466368,-111893118.84316531,1.3441687487481462e+16
360.0,-80000.0,-30308338.438946523,60212328.74342661,98776804.49376187,-110696589.93202482,1.3172330401508584e+16
360.0,-79000.0,-30258524.051498175,60205069.139958,96703951.11286002,-109500061.02088432,1.2905841641352484e+16
360.0,-78000.0,-30208709.664049827,60197809.5364894,94631097.73195821,-108303532.10974383,1.2642221207013172e+16
360.0,-77000.0,-30158895.276601475,60190549.93302079,92558244.35105637,-107107003.19860333,1.2381469098490638e+16
360.0,-76000.0,-30109080.889153127,60183290.32955219,90485390.97015455,-105910474.28746285,1.2123585315784894e+16
360.0,-75000.0,-30059266.50170478,60176030.726083584,88412537.58925271,-104713945.37632234,1.1868569858895932e+16
360.0,-74000.0,-30009452.11425643,60168771.12261498,86339684.2083509,-103517416.46518186,1.1616422727823754e+16
360.0,-73000.0,-29959637.72680808,60161511.519146375,84266830.82744905,-102320887.55404136,1.1367143922568358e+16
360.0,-72000.0,-29909823.33935973,60154251.91567777,82193977.44654724,-101124358.64290085,1.1120733443129744e+16
360.0,-71000.0,-29860008.951911382,60146992.31220917,80121124.0656454,-99927829.73176037,1.087719128950792e+16
360.0,-70000.0,-29810194.564463034,60139732.70874056,78048270.68474358,-98731300.82061987,1.0636517461702876e+16
360.0,-69000.0,-29760380.177014686,60132473.10527196,75975417.30384174,-97534771.90947938,1.0398711959714616e+16
360.0,-68000.0,-29710565.789566334,60125213.50180335,73902563.9229399,-96338242.99833888,1.016377478354314e+16
360.0,-67000.0,-29660751.402117986,60117953.89833475,71829710.54203808,-95141714.08719839,9931705933188448.0
360.0,-66000.0,-29610937.014669638,60110694.294866145,69756857.16113624,-93945185.17605789,9702505408650540.0
360.0,-65000.0,-29561122.62722129,60103434.69139753,67684003.78023443,-92748656.2649174,9476173209929416.0
360.0,-64000.0,-29511308.23977294,60096175.08792893,65611150.399332605,-91552127.3537769,9252709337025076.0
360.0,-63000.0,-29461493.85232459,60088915.484460324,63538297.01843078,-90355598.4426364,9032113789937518.0
360.0,-62000.0,-29411679.464876242,60081655.88099172,61465443.63752895,-89159069.53149591,8814386568666746.0
360.0,-61000.0,-29361865.077427894,60074396.277523115,59392590.256627105,-87962540.62035541,8599527673212756.0
360.0,-60000.0,-29312050.689979546,60067136.67405451,57319736.87572528,-86766011.70921493,8387537103575552.0
360.0,-59000.0,-29262236.302531194,60059877.07058591,55246883.49482345,-85569482.79807442,8178414859755130.0
360.0,-58000.0,-29212421.915082846,60052617.4671173,53174030.11392162,-84372953.88693394,7972160941751494.0
360.0,-57000.0,-29162607.527634498,60045357.8636487,51101176.73301979,-83176424.97579344,7768775349564638.0
360.0,-56000.0,-29112793.14018615,60038098.26018009,49028323.35211796,-81979896.06465293,7568258083194568.0
360.0,-55000.0,-29062978.752737798,60030838.65671149,46955469.971216135,-80783367.15351245,7370609142641283.0
360.0,-54000.0,-29013164.36528945,60023579.053242885,44882616.59031431,-79586838.24237195,7175828527904780.0
360.0,-53000.0,-28963349.9778411,60016319.44977428,42809763.20941248,-78390309.33123146,6983916238985062.0
360.0,-52000.0,-28913535.590392753,60009059.846305676,40736909.82851065,-77193780.42009096,6794872275882126.0
360.0,-51000.0,-28863721.202944405,60001800.24283707,38664056.44760882,-75997251.50895047,6608696638595977.0
360.0,-50000.0,-28813906.815496054,59994540.63936846,36591203.06670699,-74800722.59780997,6425389327126609.0
360.0,-49000.0,-28764092.428047705,59987281.035899855,34518349.685805164,-73604193.68666948,6244950341474027.0
360.0,-48000.0,-28714278.040599357,59980021.43243125,32445496.304903336,-72407664.77552898,6067379681638228.0
360.0,-47000.0,-28664463.65315101,59972761.82896265,30372642.924001493,-71211135.86438848,5892677347619210.0
360.0,-46000.0,-28614649.265702657,59965502.22549404,28299789.543099664,-70014606.953248,5720843339416980.0
360.0,-45000.0,-28564834.87825431,59958242.62202544,26226936.162197836,-68818078.0421075,5551877657031531.0
360.0,-44000.0,-28515020.49080596,59950983.01855683,24154082.781296007,-67621549.130967,5385780300462869.0
360.0,-43000.0,-28465206.103357613,59943723.41508823,22081229.40039418,-66425020.219826505,5222551269710988.0
360.0,-42000.0,-28415391.715909265,59936463.811619624,20008376.01949235,-65228491.30868602,5062190564775892.0
360.0,-41000.0,-28365577.328460913,59929204.20815102,17935522.638590522,-64031962.39754552,4904698185657579.0
360.0,-40000.0,-28315762.941012565,59921944.604682416,15862669.257688694,-62835433.48640503,4750074132356051.0
360.0,-39000.0,-28265948.553564217,59914685.00121381,13789815.876786865,-61638904.57526453,4598318404871306.0
360.0,-38000.0,-28216134.16611587,59907425.39774521,11716962.495885037,-60442375.66412404,4449431003203345.0
360.0,-37000.0,-28166319.778667517,59900165.7942766,9644109.114983208,-59245846.75298354,4303411927352167.5
360.0,-36000.0,-28116505.39121917,59892906.19080799,7571255.73408138,-58049317.84184304,4160261177317773.0
360.0,-35000.0,-28066691.00377082,59885646.58733939,5498402.353179552,-56852788.93070255,4019978753100164.5
360.0,-34000.0,-28016876.616322473,59878386.98387078,3425548.9722777084,-55656260.01956205,3882564654699338.0
360.0,-33000.0,-27967062.22887412,59871127.38040218,1352695.59137588,-54459731.108421564,3748018882115297.0
360.0,-32000.0,-27917247.841425773,59863867.77693357,-720157.789525941,-53263202.19728106,3616860062589853.0
360.0,-31000.0,-27867433.453977425,59856608.17346497,-2793011.1704277694,-52066673.286140576,3495333225795699.0
360.0,-30000.0,-27817619.066529077,59849348.569996364,-4865864.551329605,-50870144.375000075,3385268157095759.5
360.0,-29000.0,-27767804.67908073,59842088.96652776,-6938717.932231434,-49673615.46385959,3286664856490038.0
360.0,-28000.0,-27717990.291632377,59834829.363059156,-9011571.313133262,-48477086.55271909,3199523323978530.5
360.0,-27000.0,-27668175.90418403,59827569.75959055,-11084424.69403509,-47280557.64157859,3123843559561240.0
360.0,-26000.0,-27618361.51673568,59820310.15612195,-13157278.074936919,-46084028.7304381,3059625563238166.0
360.0,-25000.0,-27568547.129287332,59813050.55265334,-15230131.455838747,-44887499.819297604,3006869335009308.0
360.0,-24000.0,-27518732.74183898,59805790.94918474,-17302984.836740576,-43690970.90815711,2965574874874666.0
360.0,-23000.0,-27468918.354390632,59798531.34571613,-19375838.21764241,-42494441.99701661,2935742182834240.0
360.0,-22000.0,-27419103.966942284,59791271.74224753,-21448691.59854424,-41297913.08587612,2917371258888031.0
360.0,-21000.0,-27369289.579493936,59784012.13877892,-23521544.97944607,-40101384.17473562,2910462103036036.5
360.0,-20000.0,-27319475.192045584,59776752.53531031,-25594398.360347897,-38904855.263595134,2915014715278259.0
360.0,-19000.0,-27269660.804597236,59769492.93184171,-27667251.741249725,-37708326.35245463,2931029095614697.0
360.0,-18000.0,-27219846.417148888,59762233.328373104,-29740105.122151554,-36511797.44131414,2958505244045352.0
360.0,-17000.0,-27170032.02970054,59754973.7249045,-31812958.50305339,-35315268.530173644,2997443160570223.0
360.0,-16000.0,-27120217.642252192,59747714.121435896,-33885811.88395521,-34118739.61903315,3047842845189309.5
360.0,-15000.0,-27070403.25480384,59740454.51796729,-35958665.26485705,-32922210.707892656,3109704297902613.0
360.0,-14000.0,-27020588.867355492,59733194.91449869,-38031518.645758875,-31725681.796752162,3183027518710132.0
360.0,-13000.0,-26970774.479907144,59725935.31103008,-40104372.0266607,-30529152.88561167,3267812507611867.0
360.0,-12000.0,-26920960.092458796,59718675.70756148,-42177225.40756253,-29332623.974471174,3364059264607818.5
360.0,-11000.0,-26871145.705010444,59711416.10409287,-44250078.78846437,-28136095.063330676,3471767789697986.5
360.0,-10000.0,-26821331.317562096,59704156.50062427,-46322932.169366196,-26939566.152190182,3590938082882370.0
360.0,-9000.0,-26771516.930113748,59696896.897155665,-48395785.550268024,-25743037.241049685,3721570144160969.5
360.0,-8000.0,-26721702.5426654,59689637.29368706,-50468638.93116985,-24546508.32990919,3863663973533785.0
360.0,-7000.0,-26671888.15521705,59682377.69021845,-52541492.31207168,-23349979.418768696,4017219571000816.5
360.0,-6000.0,-26622073.7677687,59675118.086749844,-54614345.69297351,-22153450.507628202,4182236936562065.0
360.0,-5000.0,-26572259.38032035,59667858.48328124,-56687199.07387534,-20956921.59648771,4358716070217529.0
360.0,-4000.0,-26522444.992872003,59660598.879812635,-58760052.454777166,-19760392.685347214,4546656971967209.0
360.0,-3000.0,-26472630.605423655,59653339.27634403,-60832905.835678995,-18563863.77420672,4746059641811106.0
360.0,-2000.0,-26422816.217975304,59646079.67287543,-62905759.21658083,-17367334.863066223,4956924079749218.0
360.0,-1000.0,-26373001.830526955,59638820.06940682,-64978612.59748266,-16170805.951925728,5179250285781547.0
360.0,0.0,-26323187.443078607,59631560.46593822,-67051465.97838449,-14974277.040785234,5413038259908092.0
360.0,1000.0,-26273373.05563026,59624300.86246961,-69124319.35928632,-13777748.12964474,5658288002128853.0
360.0,2000.0,-26223558.66818191,59617041.25900101,-71197172.74018815,-12581219.218504244,5914999512443831.0
360.0,3000.0,-26173744.28073356,59609781.655532405,-73270026.12108998,-11384690.30736375,6183172790853023.0
360.0,4000.0,-26123929.89328521,59602522.0520638,-75342879.50199181,-10188161.396223255,6462807837356432.0
360.0,5000.0,-26074115.505836863,59595262.448595196,-77415732.88289364,-8991632.48508276,6753904651954057.0
360.0,6000.0,-26024301.118388515,59588002.84512659,-79488586.26379547,-7795103.5739422655,7056463234645898.0
360.0,7000.0,-25974486.730940163,59580743.24165799,-81561439.6446973,-6598574.662801771,7370483585431956.0
360.0,8000.0,-25924672.343491815,59573483.638189375,-83634293.02559912,-5402045.751661276,7695965704312229.0
360.0,9000.0,-25874857.956043467,59566224.03472077,-85707146.40650095,-4205516.840520782,8032909591286719.0
360.0,10000.0,-25825043.56859512,59558964.43125217,-87779999.78740278,-3008987.9293802865,8381315246355424.0
360.0,11000.0,-25775229.18114677,59551704.82778356,-89852853.1683046,-1812459.0182397924,8741182669518346.0
360.0,12000.0,-25725414.79369842,59544445.22431496,-91925706.54920644,-615930.1070992965,9112511860775484.0
360.0,13000.0,-25675600.40625007,59537185.62084635,-93998559.93010828,580598.8040411975,9494965725155586.0
360.0,14000.0,-25625786.018801723,59529926.01737775,-96071413.31101009,1777127.7151816916,9886397364656342.0
360.0,15000.0,-25575971.631353375,59522666.413909145,-98144266.69191194,2973656.6263221875,1.0286427409380926e+16
360.0,16000.0,-25526157.243905023,59515406.81044054,-100217120.07281376,4170185.5374626815,1.0695055859329336e+16
360.0,17000.0,-25476342.856456675,59508147.206971936,-102289973.4537156,5366714.448603176,1.1112282714501572e+16
360.0,18000.0,-25426528.469008327,59500887.60350333,-104362826.83461742,6563243.35974367,1.1538107974897632e+16
360.0,19000.0,-25376714.08155998,59493628.00003473,-106435680.21551925,7759772.270884167,1.197253164051752e+16
360.0,20000.0,-25326899.69411163,59486368.39656612,-108508533.59642108,8956301.182024661,1.2415553711361234e+16
360.0,21000.0,-25277085.30666328,59479108.79309752,-110581386.9773229,10152830.093165156,1.2867174187428772e+16
360.0,22000.0,-25227270.91921493,59471849.18962891,-112654240.35822473,11349359.00430565,1.3327393068720138e+16
360.0,23000.0,-25177456.531766582,59464589.5861603,-114727093.73912656,12545887.915446144,1.379621035523533e+16
360.0,24000.0,-25127642.144318234,59457329.9826917,-116799947.1200284,13742416.826586641,1.427362604697435e+16
360.0,25000.0,-25077827.756869882,59450070.37922309,-118872800.50093022,14938945.737727135,1.475964014393719e+16
360.0,26000.0,-25028013.369421534,59442810.77575449,-120945653.88183206,16135474.64886763,1.5254252646123864e+16
360.0,27000.0,-24978198.981973186,59435551.172285885,-123018507.26273388,17332003.560008124,1.5757463553534354e+16
360.0,28000.0,-24928384.594524838,59428291.56881728,-125091360.64363572,18528532.471148618,1.626927286616868e+16
360.0,29000.0,-24878570.207076486,59421031.965348676,-127164214.02453753,19725061.382289115,1.6789680584026822e+16
360.0,30000.0,-24828755.819628138,59413772.36188007,-129237067.40543938,20921590.29342961,1.7318686707108798e+16
360.0,31000.0,-24778941.43217979,59406512.75841147,-131309920.7863412,22118119.204570103,1.7856291235414598e+16
360.0,32000.0,-24729127.044731442,59399253.15494286,-133382774.16724303,23314648.115710597,1.8402494168944224e+16
360.0,33000.0,-24679312.657283094,59391993.55147426,-135455627.54814485,24511177.02685109,1.8957295507697668e+16
360.0,34000.0,-24629498.269834742,59384733.948005654,-137528480.9290467,25707705.937991586,1.952069525167495e+16
360.0,35000.0,-24579683.882386394,59377474.34453705,-139601334.30994853,26904234.84913208,2.0092693400876056e+16
360.0,36000.0,-24529869.494938046,59370214.741068445,-141674187.69085035,28100763.760272574,2.0673289955300984e+16
360.0,37000.0,-24480055.107489698,59362955.13759983,-143747041.0717522,29297292.671413075,2.1262484914949744e+16
