"","id","displaced","EDUC","first.displaced","race","gender","year","earn","learn"
"79982",5713,1,"No HS",2005,"White","Female",2013,31380,10.353926026287
"80060",5719,0,"No HS",0,"Hispanic","Male",2001,34000,10.4341158035983
"80061",5719,0,"No HS",0,"Hispanic","Male",2003,42000,10.6454248972655
"80062",5719,0,"No HS",0,"Hispanic","Male",2005,43000,10.6689553946757
"80063",5719,0,"No HS",0,"Hispanic","Male",2007,47000,10.7579028806922
"80064",5719,0,"No HS",0,"Hispanic","Male",2009,46000,10.7363966754712
"80065",5719,0,"No HS",0,"Hispanic","Male",2011,53000,10.8780471925343
"80066",5719,0,"No HS",0,"Hispanic","Male",2013,53000,10.8780471925343
"80116",5723,0,"HS",0,"Hispanic","Male",2001,28000,10.2399597891573
"80117",5723,0,"HS",0,"Hispanic","Male",2003,29000,10.2750511089686
"80118",5723,0,"HS",0,"Hispanic","Male",2005,32000,10.3734911817819
"80119",5723,0,"HS",0,"Hispanic","Male",2007,35000,10.4631033404715
"80120",5723,0,"HS",0,"Hispanic","Male",2009,38000,10.5453414387085
"80121",5723,0,"HS",0,"Hispanic","Male",2011,38000,10.5453414387085
"80122",5723,0,"HS",0,"Hispanic","Male",2013,38500,10.5584135202759
"80172",5727,1,"HS",2003,"Hispanic","Male",2001,52000,10.8589989975636
"80173",5727,1,"HS",2003,"Hispanic","Male",2003,43000,10.6689553946757
"80174",5727,1,"HS",2003,"Hispanic","Male",2005,36500,10.5050675395706
"80175",5727,1,"HS",2003,"Hispanic","Male",2007,49000,10.7995755770928
"80176",5727,1,"HS",2003,"Hispanic","Male",2009,54000,10.8967393255464
"80177",5727,1,"HS",2003,"Hispanic","Male",2011,58000,10.9681982895286
"80178",5727,1,"HS",2003,"Hispanic","Male",2013,54000,10.8967393255464
"80186",5728,0,"COL",0,"Hispanic","Female",2001,55000,10.9150884642146
"80187",5728,0,"COL",0,"Hispanic","Female",2003,65000,11.0821425488778
"80188",5728,0,"COL",0,"Hispanic","Female",2005,65000,11.0821425488778
"80189",5728,0,"COL",0,"Hispanic","Female",2007,78000,11.2644641056717
"80190",5728,0,"COL",0,"Hispanic","Female",2009,84000,11.3385720778255
"80191",5728,0,"COL",0,"Hispanic","Female",2011,60000,11.0020998412042
"80192",5728,0,"COL",0,"Hispanic","Female",2013,70000,11.1562505210315
"80200",5729,0,"HS",0,"Hispanic","Female",2001,12000,9.39266192877014
"80201",5729,0,"HS",0,"Hispanic","Female",2003,12000,9.39266192877014
"80202",5729,0,"HS",0,"Hispanic","Female",2005,12800,9.45720044990771
"80203",5729,0,"HS",0,"Hispanic","Female",2007,14500,9.58190392840867
"80204",5729,0,"HS",0,"Hispanic","Female",2009,22000,9.99879773234045
"80205",5729,0,"HS",0,"Hispanic","Female",2011,32000,10.3734911817819
"80206",5729,0,"HS",0,"Hispanic","Female",2013,28800,10.268130666124
"80214",5730,0,"HS",0,"Hispanic","Female",2001,17900,9.79255599182885
"80215",5730,0,"HS",0,"Hispanic","Female",2003,10500,9.25913053614561
"80216",5730,0,"HS",0,"Hispanic","Female",2005,13900,9.53964411911878
"80217",5730,0,"HS",0,"Hispanic","Female",2007,14000,9.5468126085974
"80218",5730,0,"HS",0,"Hispanic","Female",2009,11500,9.35010231435134
"80219",5730,0,"HS",0,"Hispanic","Female",2011,3000,8.00636756765025
"80220",5730,0,"HS",0,"Hispanic","Female",2013,9000,9.10497985631836
"80256",5733,0,"HS",0,"Hispanic","Male",2001,52000,10.8589989975636
"80257",5733,0,"HS",0,"Hispanic","Male",2003,45000,10.7144177687525
"80258",5733,0,"HS",0,"Hispanic","Male",2005,50000,10.8197782844103
"80259",5733,0,"HS",0,"Hispanic","Male",2007,49000,10.7995755770928
"80260",5733,0,"HS",0,"Hispanic","Male",2009,53000,10.8780471925343
"80261",5733,0,"HS",0,"Hispanic","Male",2011,53000,10.8780471925343
"80262",5733,0,"HS",0,"Hispanic","Male",2013,45000,10.7144177687525
"80298",5736,0,"COL",0,"Hispanic","Female",2001,12000,9.39266192877014
"80299",5736,0,"COL",0,"Hispanic","Female",2003,12000,9.39266192877014
"80300",5736,0,"COL",0,"Hispanic","Female",2005,20400,9.92329017983231
"80301",5736,0,"COL",0,"Hispanic","Female",2007,40000,10.5966347330961
"80302",5736,0,"COL",0,"Hispanic","Female",2009,49000,10.7995755770928
"80303",5736,0,"COL",0,"Hispanic","Female",2011,52000,10.8589989975636
"80304",5736,0,"COL",0,"Hispanic","Female",2013,55000,10.9150884642146
"80396",5743,0,"HS",0,"Hispanic","Female",2001,18000,9.7981270368783
"80397",5743,0,"HS",0,"Hispanic","Female",2003,8000,8.98719682066197
"80398",5743,0,"HS",0,"Hispanic","Female",2005,6000,8.69951474821019
"80399",5743,0,"HS",0,"Hispanic","Female",2007,7000,8.85366542803745
"80400",5743,0,"HS",0,"Hispanic","Female",2009,15000,9.61580548008435
"80401",5743,0,"HS",0,"Hispanic","Female",2011,15000,9.61580548008435
"80402",5743,0,"HS",0,"Hispanic","Female",2013,12000,9.39266192877014
"80438",5746,1,"COL",2013,"Hispanic","Female",2001,30000,10.3089526606443
"80439",5746,1,"COL",2013,"Hispanic","Female",2003,32500,10.3889953683178
"80440",5746,1,"COL",2013,"Hispanic","Female",2005,41000,10.6213273456864
"80441",5746,1,"COL",2013,"Hispanic","Female",2007,53000,10.8780471925343
"80442",5746,1,"COL",2013,"Hispanic","Female",2009,62000,11.0348896640272
"80443",5746,1,"COL",2013,"Hispanic","Female",2011,70000,11.1562505210315
"80444",5746,1,"COL",2013,"Hispanic","Female",2013,54000,10.8967393255464
"80466",5748,0,"HS",0,"Hispanic","Male",2001,20000,9.90348755253613
"80467",5748,0,"HS",0,"Hispanic","Male",2003,24000,10.0858091093301
"80468",5748,0,"HS",0,"Hispanic","Male",2005,28000,10.2399597891573
"80469",5748,0,"HS",0,"Hispanic","Male",2007,28000,10.2399597891573
"80470",5748,0,"HS",0,"Hispanic","Male",2009,33000,10.4042628404486
"80471",5748,0,"HS",0,"Hispanic","Male",2011,35000,10.4631033404715
"80472",5748,0,"HS",0,"Hispanic","Male",2013,37000,10.5186731916264
"80550",5754,0,"HS",0,"Hispanic","Male",2001,15000,9.61580548008435
"80551",5754,0,"HS",0,"Hispanic","Male",2003,15000,9.61580548008435
"80552",5754,0,"HS",0,"Hispanic","Male",2005,19000,9.85219425814858
"80553",5754,0,"HS",0,"Hispanic","Male",2007,24000,10.0858091093301
"80554",5754,0,"HS",0,"Hispanic","Male",2009,23000,10.0432494949113
"80555",5754,0,"HS",0,"Hispanic","Male",2011,26000,10.1658518170036
"80556",5754,0,"HS",0,"Hispanic","Male",2013,13000,9.47270463644367
"80564",5755,0,"HS",0,"Hispanic","Male",2001,34000,10.4341158035983
"80565",5755,0,"HS",0,"Hispanic","Male",2003,32000,10.3734911817819
"80566",5755,0,"HS",0,"Hispanic","Male",2005,32000,10.3734911817819
"80567",5755,0,"HS",0,"Hispanic","Male",2007,34000,10.4341158035983
"80568",5755,0,"HS",0,"Hispanic","Male",2009,33000,10.4042628404486
"80569",5755,0,"HS",0,"Hispanic","Male",2011,36000,10.4912742174382
"80570",5755,0,"HS",0,"Hispanic","Male",2013,32000,10.3734911817819
"80592",5757,0,"HS",0,"Hispanic","Male",2001,11000,9.30565055178051
"80593",5757,0,"HS",0,"Hispanic","Male",2003,9000,9.10497985631836
"80594",5757,0,"HS",0,"Hispanic","Male",2005,9000,9.10497985631836
"80595",5757,0,"HS",0,"Hispanic","Male",2007,8000,8.98719682066197
"80596",5757,0,"HS",0,"Hispanic","Male",2009,13000,9.47270463644367
"80597",5757,0,"HS",0,"Hispanic","Male",2011,10000,9.21034037197618
"80598",5757,0,"HS",0,"Hispanic","Male",2013,10000,9.21034037197618
"80662",5762,0,"HS",0,"Hispanic","Female",2001,41000,10.6213273456864
"80663",5762,0,"HS",0,"Hispanic","Female",2003,48048,10.7799557902231
"80664",5762,0,"HS",0,"Hispanic","Female",2005,51000,10.8395809117065
"80665",5762,0,"HS",0,"Hispanic","Female",2007,56000,10.9331069697173
"80666",5762,0,"HS",0,"Hispanic","Female",2009,160000,11.982929094216
"80667",5762,0,"HS",0,"Hispanic","Female",2011,60000,11.0020998412042
"80668",5762,0,"HS",0,"Hispanic","Female",2013,72000,11.1844213979982
"80732",5767,1,"HS",2013,"Hispanic","Female",2001,35000,10.4631033404715
"80733",5767,1,"HS",2013,"Hispanic","Female",2003,36000,10.4912742174382
"80734",5767,1,"HS",2013,"Hispanic","Female",2005,39500,10.5840559508892
"80735",5767,1,"HS",2013,"Hispanic","Female",2007,40000,10.5966347330961
"80736",5767,1,"HS",2013,"Hispanic","Female",2009,44520,10.7036938053895
"80737",5767,1,"HS",2013,"Hispanic","Female",2011,49000,10.7995755770928
"80738",5767,1,"HS",2013,"Hispanic","Female",2013,49072,10.801043886354
"80858",5776,1,"HS",2001,"Hispanic","Male",2001,35000,10.4631033404715
"80859",5776,1,"HS",2001,"Hispanic","Male",2003,18000,9.7981270368783
"80860",5776,1,"HS",2001,"Hispanic","Male",2005,32000,10.3734911817819
"80861",5776,1,"HS",2001,"Hispanic","Male",2007,54000,10.8967393255464
"80862",5776,1,"HS",2001,"Hispanic","Male",2009,50000,10.8197782844103
"80863",5776,1,"HS",2001,"Hispanic","Male",2011,40000,10.5966347330961
"80864",5776,1,"HS",2001,"Hispanic","Male",2013,61000,11.0186291431554
"80914",5780,0,"No HS",0,"Hispanic","Female",2001,15000,9.61580548008435
"80915",5780,0,"No HS",0,"Hispanic","Female",2003,20000,9.90348755253613
"80916",5780,0,"No HS",0,"Hispanic","Female",2005,21500,9.97580821411575
"80917",5780,0,"No HS",0,"Hispanic","Female",2007,25000,10.1266311038503
"80918",5780,0,"No HS",0,"Hispanic","Female",2009,26416,10.1817251661599
"80919",5780,0,"No HS",0,"Hispanic","Female",2011,28000,10.2399597891573
"80920",5780,0,"No HS",0,"Hispanic","Female",2013,27000,10.2035921449865
"80928",5781,1,"HS",2013,"Hispanic","Female",2001,18000,9.7981270368783
"80929",5781,1,"HS",2013,"Hispanic","Female",2003,30000,10.3089526606443
"80930",5781,1,"HS",2013,"Hispanic","Female",2005,22000,9.99879773234045
"80931",5781,1,"HS",2013,"Hispanic","Female",2007,19000,9.85219425814858
"80932",5781,1,"HS",2013,"Hispanic","Female",2009,20000,9.90348755253613
"80933",5781,1,"HS",2013,"Hispanic","Female",2011,27000,10.2035921449865
"80934",5781,1,"HS",2013,"Hispanic","Female",2013,26000,10.1658518170036
"80970",5784,1,"COL",2009,"Hispanic","Male",2001,125000,11.7360690162844
"80971",5784,1,"COL",2009,"Hispanic","Male",2003,132000,11.7905572015685
"80972",5784,1,"COL",2009,"Hispanic","Male",2005,116000,11.6613454700885
"80973",5784,1,"COL",2009,"Hispanic","Male",2007,140000,11.8493977015914
"80974",5784,1,"COL",2009,"Hispanic","Male",2009,312324,12.6517963895019
"80975",5784,1,"COL",2009,"Hispanic","Male",2011,80000,11.289781913656
"80976",5784,1,"COL",2009,"Hispanic","Male",2013,11300,9.33255800470043
"81012",5787,0,"COL",0,"Hispanic","Female",2001,40000,10.5966347330961
"81013",5787,0,"COL",0,"Hispanic","Female",2003,54000,10.8967393255464
"81014",5787,0,"COL",0,"Hispanic","Female",2005,53000,10.8780471925343
"81015",5787,0,"COL",0,"Hispanic","Female",2007,60000,11.0020998412042
"81016",5787,0,"COL",0,"Hispanic","Female",2009,58000,10.9681982895286
"81017",5787,0,"COL",0,"Hispanic","Female",2011,71000,11.1704351560235
"81018",5787,0,"COL",0,"Hispanic","Female",2013,50000,10.8197782844103
"81054",5790,0,"HS",0,"Hispanic","Female",2001,16000,9.68034400122192
"81055",5790,0,"HS",0,"Hispanic","Female",2003,22000,9.99879773234045
"81056",5790,0,"HS",0,"Hispanic","Female",2005,25000,10.1266311038503
"81057",5790,0,"HS",0,"Hispanic","Female",2007,21000,9.95227771670556
"81058",5790,0,"HS",0,"Hispanic","Female",2009,32000,10.3734911817819
"81059",5790,0,"HS",0,"Hispanic","Female",2011,22000,9.99879773234045
"81060",5790,0,"HS",0,"Hispanic","Female",2013,25000,10.1266311038503
"81152",5797,1,"COL",2011,"Hispanic","Female",2001,30000,10.3089526606443
"81153",5797,1,"COL",2011,"Hispanic","Female",2003,33000,10.4042628404486
"81154",5797,1,"COL",2011,"Hispanic","Female",2005,28000,10.2399597891573
"81155",5797,1,"COL",2011,"Hispanic","Female",2007,50000,10.8197782844103
"81156",5797,1,"COL",2011,"Hispanic","Female",2009,28000,10.2399597891573
"81157",5797,1,"COL",2011,"Hispanic","Female",2011,10000,9.21034037197618
"81158",5797,1,"COL",2011,"Hispanic","Female",2013,50000,10.8197782844103
"81264",5805,1,"HS",2007,"Hispanic","Female",2001,21000,9.95227771670556
"81265",5805,1,"HS",2007,"Hispanic","Female",2003,20000,9.90348755253613
"81266",5805,1,"HS",2007,"Hispanic","Female",2005,20000,9.90348755253613
"81267",5805,1,"HS",2007,"Hispanic","Female",2007,22000,9.99879773234045
"81268",5805,1,"HS",2007,"Hispanic","Female",2009,22000,9.99879773234045
"81269",5805,1,"HS",2007,"Hispanic","Female",2011,30000,10.3089526606443
"81270",5805,1,"HS",2007,"Hispanic","Female",2013,38000,10.5453414387085
"81306",5808,1,"HS",2007,"Hispanic","Male",2001,38000,10.5453414387085
"81307",5808,1,"HS",2007,"Hispanic","Male",2003,35000,10.4631033404715
"81308",5808,1,"HS",2007,"Hispanic","Male",2005,35000,10.4631033404715
"81309",5808,1,"HS",2007,"Hispanic","Male",2007,32000,10.3734911817819
"81310",5808,1,"HS",2007,"Hispanic","Male",2009,33000,10.4042628404486
"81311",5808,1,"HS",2007,"Hispanic","Male",2011,32000,10.3734911817819
"81312",5808,1,"HS",2007,"Hispanic","Male",2013,28000,10.2399597891573
"81348",5811,0,"HS",0,"Hispanic","Female",2001,22000,9.99879773234045
"81349",5811,0,"HS",0,"Hispanic","Female",2003,21000,9.95227771670556
"81350",5811,0,"HS",0,"Hispanic","Female",2005,25000,10.1266311038503
"81351",5811,0,"HS",0,"Hispanic","Female",2007,25000,10.1266311038503
"81352",5811,0,"HS",0,"Hispanic","Female",2009,27000,10.2035921449865
"81353",5811,0,"HS",0,"Hispanic","Female",2011,25000,10.1266311038503
"81354",5811,0,"HS",0,"Hispanic","Female",2013,25000,10.1266311038503
"81376",5813,1,"No HS",2001,"Hispanic","Female",2001,14000,9.5468126085974
"81377",5813,1,"No HS",2001,"Hispanic","Female",2003,14500,9.58190392840867
"81378",5813,1,"No HS",2001,"Hispanic","Female",2005,11000,9.30565055178051
"81379",5813,1,"No HS",2001,"Hispanic","Female",2007,8700,9.07107830464268
"81380",5813,1,"No HS",2001,"Hispanic","Female",2009,15000,9.61580548008435
"81381",5813,1,"No HS",2001,"Hispanic","Female",2011,15800,9.66776521901506
"81382",5813,1,"No HS",2001,"Hispanic","Female",2013,8500,9.04782144247841
"81404",5815,0,"HS",0,"Hispanic","Male",2001,31000,10.3417424834673
"81405",5815,0,"HS",0,"Hispanic","Male",2003,29000,10.2750511089686
"81406",5815,0,"HS",0,"Hispanic","Male",2005,31000,10.3417424834673
"81407",5815,0,"HS",0,"Hispanic","Male",2007,31000,10.3417424834673
"81408",5815,0,"HS",0,"Hispanic","Male",2009,32000,10.3734911817819
"81409",5815,0,"HS",0,"Hispanic","Male",2011,37000,10.5186731916264
"81410",5815,0,"HS",0,"Hispanic","Male",2013,36000,10.4912742174382
"81530",5824,0,"HS",0,"Hispanic","Male",2001,40000,10.5966347330961
"81531",5824,0,"HS",0,"Hispanic","Male",2003,50000,10.8197782844103
"81532",5824,0,"HS",0,"Hispanic","Male",2005,50000,10.8197782844103
"81533",5824,0,"HS",0,"Hispanic","Male",2007,25000,10.1266311038503
"81534",5824,0,"HS",0,"Hispanic","Male",2009,25000,10.1266311038503
"81535",5824,0,"HS",0,"Hispanic","Male",2011,40000,10.5966347330961
"81536",5824,0,"HS",0,"Hispanic","Male",2013,9000,9.10497985631836
"81586",5828,0,"HS",0,"Hispanic","Female",2001,15000,9.61580548008435
"81587",5828,0,"HS",0,"Hispanic","Female",2003,24000,10.0858091093301
"81588",5828,0,"HS",0,"Hispanic","Female",2005,22000,9.99879773234045
"81589",5828,0,"HS",0,"Hispanic","Female",2007,33000,10.4042628404486
"81590",5828,0,"HS",0,"Hispanic","Female",2009,35000,10.4631033404715
"81591",5828,0,"HS",0,"Hispanic","Female",2011,32500,10.3889953683178
"81592",5828,0,"HS",0,"Hispanic","Female",2013,34503,10.4488015557607
"81684",5835,0,"HS",0,"Hispanic","Female",2001,24000,10.0858091093301
"81685",5835,0,"HS",0,"Hispanic","Female",2003,36000,10.4912742174382
"81686",5835,0,"HS",0,"Hispanic","Female",2005,40000,10.5966347330961
"81687",5835,0,"HS",0,"Hispanic","Female",2007,43000,10.6689553946757
"81688",5835,0,"HS",0,"Hispanic","Female",2009,40000,10.5966347330961
"81689",5835,0,"HS",0,"Hispanic","Female",2011,45000,10.7144177687525
"81690",5835,0,"HS",0,"Hispanic","Female",2013,42000,10.6454248972655
"81754",5840,1,"HS",2009,"Hispanic","Female",2001,5000,8.51719319141624
"81755",5840,1,"HS",2009,"Hispanic","Female",2003,3580,8.18311807939475
"81756",5840,1,"HS",2009,"Hispanic","Female",2005,18000,9.7981270368783
"81757",5840,1,"HS",2009,"Hispanic","Female",2007,29120,10.2791805023106
"81758",5840,1,"HS",2009,"Hispanic","Female",2009,15000,9.61580548008435
"81759",5840,1,"HS",2009,"Hispanic","Female",2011,14000,9.5468126085974
"81760",5840,1,"HS",2009,"Hispanic","Female",2013,14310,9.5687138725505
"81810",5844,0,"HS",0,"Hispanic","Female",2001,7000,8.85366542803745
"81811",5844,0,"HS",0,"Hispanic","Female",2003,10000,9.21034037197618
"81812",5844,0,"HS",0,"Hispanic","Female",2005,24000,10.0858091093301
"81813",5844,0,"HS",0,"Hispanic","Female",2007,25000,10.1266311038503
"81814",5844,0,"HS",0,"Hispanic","Female",2009,30000,10.3089526606443
"81815",5844,0,"HS",0,"Hispanic","Female",2011,30000,10.3089526606443
"81816",5844,0,"HS",0,"Hispanic","Female",2013,40000,10.5966347330961
"81824",5845,0,"HS",0,"Hispanic","Male",2001,13000,9.47270463644367
"81825",5845,0,"HS",0,"Hispanic","Male",2003,20000,9.90348755253613
"81826",5845,0,"HS",0,"Hispanic","Male",2005,20000,9.90348755253613
"81827",5845,0,"HS",0,"Hispanic","Male",2007,29000,10.2750511089686
"81828",5845,0,"HS",0,"Hispanic","Male",2009,25000,10.1266311038503
"81829",5845,0,"HS",0,"Hispanic","Male",2011,25000,10.1266311038503
"81830",5845,0,"HS",0,"Hispanic","Male",2013,20000,9.90348755253613
"81852",5847,1,"HS",2003,"Hispanic","Male",2001,15000,9.61580548008435
"81853",5847,1,"HS",2003,"Hispanic","Male",2003,22000,9.99879773234045
"81854",5847,1,"HS",2003,"Hispanic","Male",2005,17000,9.74096862303835
"81855",5847,1,"HS",2003,"Hispanic","Male",2007,25000,10.1266311038503
"81856",5847,1,"HS",2003,"Hispanic","Male",2009,19000,9.85219425814858
"81857",5847,1,"HS",2003,"Hispanic","Male",2011,7000,8.85366542803745
"81858",5847,1,"HS",2003,"Hispanic","Male",2013,23000,10.0432494949113
"81894",5850,0,"COL",0,"Hispanic","Male",2001,18000,9.7981270368783
"81895",5850,0,"COL",0,"Hispanic","Male",2003,18000,9.7981270368783
"81896",5850,0,"COL",0,"Hispanic","Male",2005,30000,10.3089526606443
"81897",5850,0,"COL",0,"Hispanic","Male",2007,30000,10.3089526606443
"81898",5850,0,"COL",0,"Hispanic","Male",2009,35000,10.4631033404715
"81899",5850,0,"COL",0,"Hispanic","Male",2011,35000,10.4631033404715
"81900",5850,0,"COL",0,"Hispanic","Male",2013,50000,10.8197782844103
"81908",5851,0,"COL",0,"Hispanic","Male",2001,26000,10.1658518170036
"81909",5851,0,"COL",0,"Hispanic","Male",2003,30000,10.3089526606443
"81910",5851,0,"COL",0,"Hispanic","Male",2005,37000,10.5186731916264
"81911",5851,0,"COL",0,"Hispanic","Male",2007,40000,10.5966347330961
"81912",5851,0,"COL",0,"Hispanic","Male",2009,43000,10.6689553946757
"81913",5851,0,"COL",0,"Hispanic","Male",2011,45000,10.7144177687525
"81914",5851,0,"COL",0,"Hispanic","Male",2013,52000,10.8589989975636
"81936",5853,0,"HS",0,"Hispanic","Female",2001,27000,10.2035921449865
"81937",5853,0,"HS",0,"Hispanic","Female",2003,25000,10.1266311038503
"81938",5853,0,"HS",0,"Hispanic","Female",2005,8500,9.04782144247841
"81939",5853,0,"HS",0,"Hispanic","Female",2007,13000,9.47270463644367
"81940",5853,0,"HS",0,"Hispanic","Female",2009,1200,7.09007683577609
"81941",5853,0,"HS",0,"Hispanic","Female",2011,24000,10.0858091093301
"81942",5853,0,"HS",0,"Hispanic","Female",2013,2000,7.60090245954208
"81978",5856,1,"COL",2005,"Hispanic","Female",2001,50000,10.8197782844103
"81979",5856,1,"COL",2005,"Hispanic","Female",2003,49000,10.7995755770928
"81980",5856,1,"COL",2005,"Hispanic","Female",2005,20287,9.91773556580133
"81981",5856,1,"COL",2005,"Hispanic","Female",2007,42000,10.6454248972655
"81982",5856,1,"COL",2005,"Hispanic","Female",2009,30000,10.3089526606443
"81983",5856,1,"COL",2005,"Hispanic","Female",2011,80000,11.289781913656
"81984",5856,1,"COL",2005,"Hispanic","Female",2013,59000,10.9852927228879
"82062",5862,0,"HS",0,"Hispanic","Female",2001,21000,9.95227771670556
"82063",5862,0,"HS",0,"Hispanic","Female",2003,21000,9.95227771670556
"82064",5862,0,"HS",0,"Hispanic","Female",2005,24000,10.0858091093301
"82065",5862,0,"HS",0,"Hispanic","Female",2007,29000,10.2750511089686
"82066",5862,0,"HS",0,"Hispanic","Female",2009,28000,10.2399597891573
"82067",5862,0,"HS",0,"Hispanic","Female",2011,27000,10.2035921449865
"82068",5862,0,"HS",0,"Hispanic","Female",2013,28000,10.2399597891573
"82076",5863,0,"COL",0,"Hispanic","Male",2001,44000,10.6919449129004
"82077",5863,0,"COL",0,"Hispanic","Male",2003,55000,10.9150884642146
"82078",5863,0,"COL",0,"Hispanic","Male",2005,51000,10.8395809117065
"82079",5863,0,"COL",0,"Hispanic","Male",2007,55000,10.9150884642146
"82080",5863,0,"COL",0,"Hispanic","Male",2009,62000,11.0348896640272
"82081",5863,0,"COL",0,"Hispanic","Male",2011,65000,11.0821425488778
"82082",5863,0,"COL",0,"Hispanic","Male",2013,67000,11.1124478983731
"82090",5864,0,"HS",0,"Hispanic","Male",2001,37000,10.5186731916264
"82091",5864,0,"HS",0,"Hispanic","Male",2003,120000,11.6952470217642
"82092",5864,0,"HS",0,"Hispanic","Male",2005,140000,11.8493977015914
"82093",5864,0,"HS",0,"Hispanic","Male",2007,17000,9.74096862303835
"82094",5864,0,"HS",0,"Hispanic","Male",2009,40000,10.5966347330961
"82095",5864,0,"HS",0,"Hispanic","Male",2011,55000,10.9150884642146
"82096",5864,0,"HS",0,"Hispanic","Male",2013,70000,11.1562505210315
"82216",5873,0,"HS",0,"Hispanic","Female",2001,36000,10.4912742174382
"82217",5873,0,"HS",0,"Hispanic","Female",2003,38000,10.5453414387085
"82218",5873,0,"HS",0,"Hispanic","Female",2005,52350,10.8657072162987
"82219",5873,0,"HS",0,"Hispanic","Female",2007,60000,11.0020998412042
"82220",5873,0,"HS",0,"Hispanic","Female",2009,55000,10.9150884642146
"82221",5873,0,"HS",0,"Hispanic","Female",2011,54000,10.8967393255464
"82222",5873,0,"HS",0,"Hispanic","Female",2013,58000,10.9681982895286
"82300",5879,1,"HS",2001,"Hispanic","Male",2001,58000,10.9681982895286
"82301",5879,1,"HS",2001,"Hispanic","Male",2003,43000,10.6689553946757
"82302",5879,1,"HS",2001,"Hispanic","Male",2005,47000,10.7579028806922
"82303",5879,1,"HS",2001,"Hispanic","Male",2007,49700,10.8137602120847
"82304",5879,1,"HS",2001,"Hispanic","Male",2009,60000,11.0020998412042
"82305",5879,1,"HS",2001,"Hispanic","Male",2011,58000,10.9681982895286
"82306",5879,1,"HS",2001,"Hispanic","Male",2013,51000,10.8395809117065
"82328",5881,1,"HS",2001,"Hispanic","Male",2001,35000,10.4631033404715
"82329",5881,1,"HS",2001,"Hispanic","Male",2003,24000,10.0858091093301
"82330",5881,1,"HS",2001,"Hispanic","Male",2005,28500,10.2576593662567
"82331",5881,1,"HS",2001,"Hispanic","Male",2007,30000,10.3089526606443
"82332",5881,1,"HS",2001,"Hispanic","Male",2009,30000,10.3089526606443
"82333",5881,1,"HS",2001,"Hispanic","Male",2011,38000,10.5453414387085
"82334",5881,1,"HS",2001,"Hispanic","Male",2013,40000,10.5966347330961
"82384",5885,0,"HS",0,"Hispanic","Male",2001,23000,10.0432494949113
"82385",5885,0,"HS",0,"Hispanic","Male",2003,29000,10.2750511089686
"82386",5885,0,"HS",0,"Hispanic","Male",2005,38000,10.5453414387085
"82387",5885,0,"HS",0,"Hispanic","Male",2007,47000,10.7579028806922
"82388",5885,0,"HS",0,"Hispanic","Male",2009,55000,10.9150884642146
"82389",5885,0,"HS",0,"Hispanic","Male",2011,62000,11.0348896640272
"82390",5885,0,"HS",0,"Hispanic","Male",2013,62500,11.0429218357245
"82398",5886,0,"HS",0,"Black","Male",2001,28000,10.2399597891573
"82399",5886,0,"HS",0,"Black","Male",2003,46000,10.7363966754712
"82400",5886,0,"HS",0,"Black","Male",2005,30000,10.3089526606443
"82401",5886,0,"HS",0,"Black","Male",2007,33000,10.4042628404486
"82402",5886,0,"HS",0,"Black","Male",2009,47000,10.7579028806922
"82403",5886,0,"HS",0,"Black","Male",2011,40000,10.5966347330961
"82404",5886,0,"HS",0,"Black","Male",2013,25000,10.1266311038503
"82538",5896,1,"HS",2011,"Black","Female",2001,37000,10.5186731916264
"82539",5896,1,"HS",2011,"Black","Female",2003,43718,10.6855151955899
"82540",5896,1,"HS",2011,"Black","Female",2005,43000,10.6689553946757
"82541",5896,1,"HS",2011,"Black","Female",2007,47000,10.7579028806922
"82542",5896,1,"HS",2011,"Black","Female",2009,48000,10.77895628989
"82543",5896,1,"HS",2011,"Black","Female",2011,25000,10.1266311038503
"82544",5896,1,"HS",2011,"Black","Female",2013,31000,10.3417424834673
"82678",5906,0,"COL",0,"Black","Female",2001,25000,10.1266311038503
"82679",5906,0,"COL",0,"Black","Female",2003,15000,9.61580548008435
"82680",5906,0,"COL",0,"Black","Female",2005,12965,9.47000869797276
"82681",5906,0,"COL",0,"Black","Female",2007,12500,9.43348392329039
"82682",5906,0,"COL",0,"Black","Female",2009,12000,9.39266192877014
"82683",5906,0,"COL",0,"Black","Female",2011,15000,9.61580548008435
"82684",5906,0,"COL",0,"Black","Female",2013,20000,9.90348755253613
"82692",5907,0,"HS",0,"Black","Male",2001,52548,10.8694823165894
"82693",5907,0,"HS",0,"Black","Male",2003,39520,10.5845621518618
"82694",5907,0,"HS",0,"Black","Male",2005,50000,10.8197782844103
"82695",5907,0,"HS",0,"Black","Male",2007,55000,10.9150884642146
"82696",5907,0,"HS",0,"Black","Male",2009,60000,11.0020998412042
"82697",5907,0,"HS",0,"Black","Male",2011,69000,11.1418617835794
"82698",5907,0,"HS",0,"Black","Male",2013,75000,11.2252433925184
"82720",5909,0,"HS",0,"Black","Female",2001,30000,10.3089526606443
"82721",5909,0,"HS",0,"Black","Female",2003,28000,10.2399597891573
"82722",5909,0,"HS",0,"Black","Female",2005,35000,10.4631033404715
"82723",5909,0,"HS",0,"Black","Female",2007,36000,10.4912742174382
"82724",5909,0,"HS",0,"Black","Female",2009,36000,10.4912742174382
"82725",5909,0,"HS",0,"Black","Female",2011,34000,10.4341158035983
